id,fecha,duracion_min,duracion_min,agente,telefono_cliente,resultado
702,2025-03-18,14:58,13.89,Juanito Gomis,+34921 82 37 60,No interesado
703,2024-10-29,03:52,2.72,Eugenio Mariscal,+34705 803 891,No interesado
704,2025-01-19,16:20,7.29,Isa Baró,+34852 68 04 53,Llamar después
705,2023-09-21,09:30,12.26,Segismundo Sales,+34 839 631 001,No interesado
706,2023-11-03,08:48,2.84,Anastasia Pulido,+34739079189,No interesado
707,2024-11-15,07:33,8.33,Aura Orozco,+34 740040304,Llamar después
708,2025-01-16,13:44,9.81,Azahara Borja,+34628 110 034,No interesado
709,2024-06-28,00:03,14.09,José Trillo,+34705781154,Venta
710,2025-03-18,11:54,1.0,Hermenegildo Coll,+34711635056,Llamar después
711,2024-03-31,22:32,13.14,Mar Cerdá,+34612 013 146,Venta
712,2024-11-17,23:50,1.67,Jose Francisco Marqués,+34720296644,Venta
713,2025-01-01,23:54,12.31,Ema Andres,+34714 29 29 32,Llamar después
714,2025-05-13,18:39,4.69,Josefa Almazán,+34661558387,Llamar después
715,2025-01-29,06:56,1.2,Tadeo Barrio,+34 891 073 390,Venta
716,2025-03-31,13:51,12.85,Bibiana Quiroga,+34714 35 57 75,Venta
717,2023-09-06,13:30,3.56,Lupe Ayuso,+34746670567,Llamar después
718,2024-09-22,21:28,12.84,Jessica Campos,+34743 636 521,Venta
719,2025-05-16,01:45,9.33,Rosendo Aguirre,+34 733 18 58 07,Venta
720,2024-09-10,03:20,10.65,Raimundo Castejón,+34709 552 035,Venta
721,2024-03-24,04:49,2.38,Hilario Novoa,+34 617363627,Llamar después
722,2024-10-21,12:16,5.18,Rodrigo Guitart,+34905832798,No interesado
723,2024-03-04,14:23,5.01,Tadeo Tello,+34730 337 925,Llamar después
724,2025-05-21,00:10,9.09,Jose Ignacio Tur,+34 746 68 81 88,Venta
725,2024-02-08,11:58,11.39,Patricio Granados,+34 702 53 27 27,Venta
726,2025-04-12,16:26,14.81,Manu Iniesta,+34708546771,Llamar después
727,2025-05-22,03:00,6.34,Nayara Barberá,+34 716 303 936,Venta
728,2024-05-05,00:13,14.39,Emiliana Hervia,+34 729 55 32 35,Venta
729,2024-10-19,03:52,10.66,Eladio Palau,+34 727340107,Llamar después
730,2023-08-03,10:09,2.8,Prudencia Palomares,+34 734 687 762,Venta
731,2023-08-18,20:15,13.21,Inocencio Esteban,+34945 610 448,Llamar después
732,2024-03-15,07:45,1.81,Carmen Gabaldón,+34719 801 821,Venta
733,2024-06-18,14:08,1.52,Aroa Marco,+34742 02 24 16,Venta
734,2024-02-20,20:39,7.4,Loida Cal,+34 802 613 956,No interesado
735,2024-03-14,22:28,11.7,Custodia Rovira,+34990738344,Llamar después
736,2023-10-13,11:20,11.83,Ainara Coello,+34716057339,No interesado
737,2024-12-28,23:45,11.49,Galo Ugarte,+34 737616352,Venta
738,2025-04-05,07:16,4.04,Andrea Quero,+34 690903500,Venta
739,2025-01-27,09:44,11.22,Fortunato Daza,+34725567247,No interesado
740,2025-02-16,19:51,4.82,Pepita Soriano,+34 861 677 309,Venta
741,2025-05-11,02:12,4.19,Tania Pino,+34 711 24 27 11,Venta
742,2025-01-09,03:19,10.34,Remedios Pinedo,+34869245909,Venta
743,2025-06-29,09:44,2.93,Lorena Bayona,+34720 878 688,Venta
744,2024-10-26,02:05,2.0,Américo Vila,+34 713 465 004,No interesado
745,2024-11-05,03:24,1.87,África Castell,+34 716 23 48 40,Llamar después
746,2023-08-01,13:30,5.2,Aura Toledo,+34725 49 88 23,Llamar después
747,2025-01-16,04:22,9.84,Oriana Girona,+34902 23 41 10,No interesado
748,2024-07-05,16:23,2.39,Valeria Aznar,+34734665517,Venta
749,2024-05-21,21:48,12.56,Asdrubal Bejarano,+34942466878,No interesado
750,2025-01-07,22:23,11.76,Ariel Lluch,+34 735 55 70 51,Llamar después
751,2024-05-19,00:10,4.86,Cayetana Rosselló,+34868858169,No interesado
752,2025-06-17,20:46,9.73,Emiliano Aller,+34721956057,Venta
753,2024-04-04,00:13,6.01,Carina Sevillano,+34737890722,Venta
754,2023-11-04,22:38,8.51,Ascensión Campoy,+34949659216,No interesado
755,2024-03-17,06:44,12.66,Anita Mulet,+34735 467 238,Venta
756,2023-11-08,15:10,10.55,Fernando Prada,+34 739338949,Llamar después
757,2023-12-10,08:03,11.23,Oriana Castañeda,+34702 894 836,No interesado
758,2024-03-03,21:07,3.66,Ismael Galiano,+34711 240 677,Llamar después
759,2023-07-25,02:26,8.07,Severiano Torrents,+34 674 091 951,Llamar después
760,2024-06-27,13:12,5.02,Alexandra Navarrete,+34 727 426 344,No interesado
761,2025-01-01,05:09,4.87,Ruth Gabaldón,+34743454881,Venta
762,2024-03-07,10:26,5.17,Leocadio García,+34712 104 309,No interesado
763,2024-06-20,03:44,5.65,Berto Valle,+34 741 438 461,Venta
764,2024-01-13,10:21,6.61,Damián Samper,+34735843231,No interesado
765,2024-04-06,10:36,5.43,Eugenio Galvez,+34 685 255 697,Venta
766,2024-07-26,00:14,4.76,Esther Suarez,+34 718808240,No interesado
767,2024-04-12,15:30,14.02,Aroa Revilla,+34 736 036 639,Venta
768,2024-11-14,20:01,6.77,Tere Jover,+34 827781660,No interesado
769,2024-08-28,08:19,6.98,Luis Madrigal,+34735 521 950,No interesado
770,2024-04-24,04:41,4.69,Plinio Palmer,+34 705 61 73 53,No interesado
771,2024-12-15,20:22,2.59,Tadeo Gomis,+34607049375,Venta
772,2025-06-09,01:19,3.83,Anselmo Valencia,+34 817 850 890,No interesado
773,2024-12-11,01:42,3.05,Imelda Pérez,+34734430627,No interesado
774,2023-11-01,09:48,7.08,Prudencia Blanca,+34 703 08 01 26,Venta
775,2023-10-14,13:42,5.51,Toni Hernández,+34 911 426 256,Venta
776,2024-04-29,22:11,3.71,Urbano Murillo,+34969587438,No interesado
777,2024-09-25,20:32,2.36,Juanita Diez,+34720666144,Llamar después
778,2024-03-19,02:41,5.18,Leire Gomila,+34 717758005,Venta
779,2024-04-16,17:06,7.46,Adelia Miranda,+34 744 964 869,Llamar después
780,2025-01-07,11:25,7.86,Tomás Niño,+34 736904998,Venta
781,2024-06-25,01:49,7.45,Fermín Collado,+34703 45 74 36,Llamar después
782,2024-07-15,06:34,9.3,Azucena Sanjuan,+34 734590914,No interesado
783,2024-10-06,05:14,5.25,Jafet España,+34718 69 93 90,Venta
784,2024-03-12,00:21,3.12,Teodora Sanabria,+34 720 77 23 62,No interesado
785,2023-08-13,15:04,13.56,Isabel Camacho,+34 746 213 168,Llamar después
786,2025-03-26,07:46,5.4,Rico Luján,+34711485717,No interesado
787,2024-04-20,18:57,4.15,Ruben Mendez,+34 718984919,No interesado
788,2025-03-20,17:07,5.53,Chus Fernandez,+34728956414,Llamar después
789,2023-09-27,10:53,5.22,Julieta Criado,+34 707334740,Llamar después
790,2024-12-15,04:45,5.27,Aura Grande,+34723 976 138,No interesado
791,2024-03-21,05:22,11.99,Margarita Marcos,+34 711053269,Llamar después
792,2023-08-03,11:03,9.47,Flavio Reguera,+34634745442,No interesado
793,2025-02-18,11:04,13.35,Cebrián Lastra,+34 677877238,Venta
794,2023-11-27,17:45,3.39,Macarena Nogués,+34 717 477 537,Llamar después
795,2024-06-18,04:36,1.45,Cesar Riba,+34 733 701 814,Venta
796,2024-09-26,13:11,9.01,Margarita Riera,+34740 79 28 24,Venta
797,2024-09-22,01:54,9.49,Roberta Huertas,+34 895 15 01 20,Venta
798,2023-09-13,00:27,12.84,Régulo Mir,+34 728 116 865,Venta
799,2025-03-09,00:21,1.27,Ciriaco Delgado,+34705 95 30 10,No interesado
800,2023-10-11,18:02,12.41,Melisa Ropero,+34733396166,No interesado
801,2025-06-10,06:03,8.63,Bartolomé Moliner,+34908 476 191,Llamar después
802,2023-10-19,23:27,1.73,Ariadna Aramburu,+34724823117,Venta
803,2024-07-14,08:18,13.19,Eutropio Gibert,+34 979 42 01 54,No interesado
804,2024-03-15,08:51,4.99,Eutropio Antúnez,+34 970847541,Venta
805,2023-08-16,18:09,8.96,Roxana Trillo,+34 732091435,No interesado
806,2024-01-06,02:12,12.77,Florinda Tamarit,+34 736 97 42 42,Llamar después
807,2025-03-20,13:48,3.44,Calixto López,+34730 570 090,Llamar después
808,2024-11-03,01:07,1.52,Sosimo Arcos,+34 802 239 193,Venta
809,2024-03-28,17:48,12.15,Adrián Alberdi,+34 732842169,Venta
810,2023-09-15,14:47,6.69,Macaria Cadenas,+34 748354301,No interesado
811,2024-07-14,03:21,14.21,Maximiliano Ojeda,+34 961983369,Llamar después
812,2024-12-02,22:14,4.59,Chus Cuéllar,+34 993292955,Llamar después
813,2025-04-16,18:16,7.06,Maxi Cuéllar,+34 735 136 229,Llamar después
814,2024-07-01,05:11,13.13,Susanita Manzano,+34730507313,Llamar después
815,2023-12-10,03:09,2.88,Chita Aramburu,+34714703015,Llamar después
816,2025-07-06,22:49,8.25,Zaira Ferreras,+34959 402 060,No interesado
817,2024-01-28,01:10,13.11,Josué Vendrell,+34610 87 39 92,No interesado
818,2024-01-27,05:43,2.01,Jorge Núñez,+34 714304096,No interesado
819,2023-08-29,09:58,10.26,Dani Cortes,+34822 220 629,Llamar después
820,2024-07-08,01:03,14.79,Hilario Avilés,+34705714809,Venta
821,2025-02-06,20:48,8.99,Odalys Cerdán,+34 708 135 218,No interesado
822,2023-08-10,23:58,10.21,Bernardino Estevez,+34 674449086,Llamar después
823,2023-08-31,22:18,13.25,Itziar Colom,+34747 571 189,No interesado
824,2025-04-15,12:21,14.77,Juan Pablo Piñeiro,+34715353716,Llamar después
825,2023-08-24,15:27,7.64,Ambrosio Tejedor,+34 715 31 55 26,Venta
826,2023-11-01,05:01,12.52,Celestino Estévez,+34 749378107,Venta
827,2023-08-25,12:28,12.62,Manuelita Priego,+34 747 58 79 16,No interesado
828,2024-10-03,23:25,11.62,Pacífica Solís,+34 604543415,Llamar después
829,2024-02-26,21:49,7.0,Ainara Moraleda,+34 743 821 026,No interesado
830,2023-07-30,08:06,2.2,Nicolás Ferreras,+34746 30 25 95,Llamar después
831,2024-07-23,07:05,11.4,David Ramos,+34 882968361,Venta
832,2025-06-05,10:12,3.95,Nélida Toledo,+34 722763905,Llamar después
833,2025-02-22,23:01,5.29,María Manuela Seguí,+34721 223 285,No interesado
834,2023-11-11,11:17,12.96,Chus Jódar,+34 930698491,Venta
835,2024-03-29,04:04,10.86,Josefina Pi,+34 745028145,No interesado
836,2024-11-06,19:07,9.48,Bruno Castrillo,+34733625590,Venta
837,2023-08-27,08:39,14.12,Estefanía Malo,+34746 37 00 92,Llamar después
838,2023-10-15,04:46,14.61,Nazaret Canales,+34727 704 087,Llamar después
839,2024-02-14,19:01,12.7,Telmo Lamas,+34 876 817 467,No interesado
840,2023-12-23,15:44,6.29,Adelia Ugarte,+34748988381,Venta
841,2023-11-18,13:15,9.84,Alberto Pazos,+34 710 93 97 05,Llamar después
842,2023-11-24,14:21,5.75,Irma Roselló,+34 907815738,No interesado
843,2024-04-09,05:07,3.79,Angelino Quintanilla,+34 848 045 205,No interesado
844,2024-02-11,08:48,3.65,Rolando Fuster,+34 740658471,Llamar después
845,2024-02-05,09:25,14.59,Leonardo Alcaraz,+34613 316 126,Llamar después
846,2023-09-02,20:26,4.42,Simón Cifuentes,+34 699 363 023,Venta
847,2024-12-20,15:13,4.54,Amarilis Berenguer,+34 705 966 743,No interesado
848,2024-10-21,10:46,12.32,Ignacio Piñeiro,+34965 89 38 43,Venta
849,2023-12-18,07:15,7.28,Rosaura Vicens,+34708 791 194,Llamar después
850,2023-12-08,16:26,3.43,Trinidad Paredes,+34 624 975 807,Venta
851,2024-03-16,19:07,14.06,Saturnino Marín,+34700 127 744,Llamar después
852,2023-10-21,00:04,10.1,Jesusa Herrero,+34 649472549,Llamar después
853,2024-05-05,15:15,10.56,Basilio Diego,+34707 40 14 43,No interesado
854,2025-01-28,10:01,8.28,Nico Ortiz,+34 841 81 26 84,No interesado
855,2023-09-18,15:45,9.11,Ale Miró,+34 808799692,Venta
856,2023-08-19,16:07,2.7,Perlita Mármol,+34723 12 96 49,Venta
857,2023-10-20,19:38,1.52,Mirta Ruano,+34740 75 06 74,No interesado
858,2024-11-16,05:13,7.4,Noa Gallego,+34715 67 13 56,Venta
859,2025-03-08,15:23,5.94,Tamara Escalona,+34888343417,Venta
860,2025-02-19,07:58,12.9,Mayte Rios,+34 853 99 79 79,Venta
861,2024-01-03,04:27,10.14,Narcisa Villar,+34 739 463 985,No interesado
862,2024-05-10,08:37,2.7,Eugenio Vera,+34701 486 143,Venta
863,2024-04-26,20:24,2.28,Alma Valle,+34823 998 808,No interesado
864,2025-04-24,06:44,1.45,Jordán Cabezas,+34903 208 797,Llamar después
865,2023-12-24,06:13,7.52,Graciana Corral,+34723 57 11 71,No interesado
866,2024-02-19,05:21,7.47,Elvira Ricart,+34738 98 84 43,Llamar después
867,2023-08-18,01:32,6.95,Lorenza Nicolau,+34 822 71 81 54,Llamar después
868,2024-04-17,01:10,8.56,Evaristo Rocha,+34749224653,Llamar después
869,2025-02-23,19:07,12.1,Edgardo Arana,+34621242901,Llamar después
870,2023-07-20,06:23,13.7,Berta Nogueira,+34731 854 666,Venta
871,2025-04-20,15:27,7.42,Catalina Carnero,+34 860 56 34 50,Venta
872,2024-07-07,14:46,5.18,Águeda Amorós,+34 748 935 980,Venta
873,2025-06-14,13:57,10.61,Gregorio Balaguer,+34728 84 73 17,Llamar después
874,2025-06-28,02:40,13.95,Paco Font,+34707 67 92 37,Llamar después
875,2025-03-25,22:52,2.09,Florentino Monreal,+34715 649 572,Llamar después
876,2024-05-13,00:47,2.78,Eustaquio Tormo,+34 718 141 509,No interesado
877,2024-11-23,12:36,5.5,Eugenio Vives,+34 730 57 29 58,Venta
878,2023-08-21,05:21,4.06,Julio César Alsina,+34 706247838,No interesado
879,2023-08-16,06:45,13.17,Prudencia Navas,+34863 90 88 66,Llamar después
880,2025-06-06,00:07,9.03,Rómulo Jiménez,+34 832 702 044,No interesado
881,2025-06-29,19:25,1.21,Trinidad Garcés,+34 724 968 762,Venta
882,2025-02-13,13:51,5.52,Chita Ponce,+34 833 15 77 55,Llamar después
883,2025-04-03,21:33,14.53,Joan Huguet,+34 608 831 564,Llamar después
884,2024-03-01,17:57,2.1,Dulce Pelayo,+34713 242 117,Llamar después
885,2024-10-30,01:02,1.61,Samu Huguet,+34 868 506 069,No interesado
886,2024-12-06,16:01,8.62,Edelmiro Pedraza,+34705706101,Llamar después
887,2025-02-23,21:13,11.16,Roque Castañeda,+34714 13 02 59,Llamar después
888,2025-04-09,14:28,8.3,Maximiliano Pinilla,+34 843613279,No interesado
889,2023-10-01,15:33,5.36,Jerónimo García,+34 859659209,Llamar después
890,2024-03-27,14:27,3.9,Ximena Rebollo,+34 715 931 940,Llamar después
891,2023-08-23,20:26,11.84,Ester Criado,+34703723063,Llamar después
892,2025-06-09,12:00,12.67,Gaspar Izquierdo,+34744 58 82 66,Venta
893,2024-12-19,16:47,7.04,Lucila Cerdá,+34693 142 802,Llamar después
894,2024-08-07,10:10,7.42,Fátima Moles,+34716 730 757,Llamar después
895,2024-07-11,09:59,7.36,Eugenia Mateu,+34 727 260 154,Venta
896,2024-11-15,16:29,14.05,Flavia Bellido,+34 718318524,Venta
897,2024-02-17,12:24,10.65,Perlita Corbacho,+34721 279 896,Venta
898,2024-09-27,07:05,2.29,Plinio Salazar,+34 742 285 923,Llamar después
899,2025-03-18,06:02,13.73,Gonzalo Mosquera,+34705 751 964,No interesado
900,2025-04-16,16:48,4.43,Edelmiro Jaén,+34 714 388 530,No interesado
901,2024-12-09,09:00,6.02,Cloe Castelló,+34 734 436 673,Venta
902,2025-02-20,02:08,14.22,Adán Bosch,+34851 017 197,No interesado
903,2025-06-18,19:00,10.77,Amador Agudo,+34 705259908,Llamar después
904,2024-12-24,01:06,6.02,Eli Cáceres,+34857 94 19 23,Llamar después
905,2024-12-02,11:01,4.7,Rosalía Recio,+34728 447 556,Llamar después
906,2023-09-26,02:23,12.54,Olimpia Ureña,+34742 743 744,Llamar después
907,2024-10-17,07:19,6.87,Anselma Heredia,+34733 005 023,Llamar después
908,2024-09-01,11:20,9.11,Baltasar Ordóñez,+34 942 74 62 64,Venta
909,2024-07-21,10:04,2.64,Hortensia Alemán,+34 607250861,Venta
910,2025-02-06,02:44,10.19,Antonio Escudero,+34806 643 640,No interesado
911,2024-09-16,13:38,5.75,Mario Baños,+34 712412705,Venta
912,2023-09-30,00:53,1.46,Eric Benito,+34 959 52 12 49,No interesado
913,2023-12-04,06:14,13.94,Ceferino Pacheco,+34 829 243 422,Venta
914,2024-11-27,06:59,7.11,Marisela Viñas,+34716951057,Llamar después
915,2024-06-26,16:16,9.1,Patricio Pol,+34 730 672 350,No interesado
916,2024-05-19,11:02,2.42,Dorita Múñiz,+34747 013 087,No interesado
917,2024-07-08,03:37,10.72,Mamen Revilla,+34 969 23 51 89,Llamar después
918,2025-01-04,17:41,14.55,Cruz Navas,+34720262884,No interesado
919,2025-01-13,18:15,6.25,Sandalio Perera,+34727 87 79 87,Llamar después
920,2024-07-30,08:56,10.43,Demetrio Diego,+34992 021 735,No interesado
921,2023-12-29,21:59,10.07,Juan Pablo Rovira,+34 746202019,No interesado
922,2023-09-19,20:24,4.18,Dolores Villaverde,+34 715 38 59 07,Venta
923,2024-03-31,18:48,9.09,Cristóbal Vizcaíno,+34 845 843 634,Llamar después
924,2025-01-15,03:54,12.2,Juanita Aramburu,+34958580112,No interesado
925,2024-10-27,15:02,14.22,Florinda Calatayud,+34 736 352 113,No interesado
926,2024-10-23,17:43,2.68,Rosa María Bustos,+34874 497 409,Venta
927,2024-03-28,05:09,7.37,Marisa Morcillo,+34 608 78 94 81,Venta
928,2023-12-23,23:05,2.16,Fidel Almazán,+34 739 72 70 79,No interesado
929,2024-07-03,22:15,9.34,Leandra Cantero,+34955 61 16 97,Llamar después
930,2025-07-18,22:50,14.88,Heliodoro Hoyos,+34890 82 37 37,Llamar después
931,2025-06-30,00:59,9.81,Amaya Perelló,+34703640400,No interesado
932,2024-09-18,04:31,1.44,Vera Ávila,+34 621 430 648,No interesado
933,2024-10-02,01:40,3.68,Blas Franch,+34 734 26 69 47,Llamar después
934,2024-08-31,07:51,1.48,Teresa Casal,+34717 957 634,No interesado
935,2025-06-13,08:38,12.4,Jonatan Fiol,+34813330463,Llamar después
936,2025-05-17,07:42,13.89,Elisa Nevado,+34 717 22 81 25,No interesado
937,2025-01-04,09:04,9.18,Nazario Gallego,+34731 271 331,Venta
938,2024-03-16,10:52,5.83,Manu Garcés,+34 938 263 107,No interesado
939,2025-02-20,05:46,12.91,María José Blázquez,+34 747288112,Llamar después
940,2024-09-23,12:37,6.62,Natalio Robles,+34722 466 476,Llamar después
941,2023-07-27,15:14,4.2,Ani Quesada,+34716 60 97 79,Venta
942,2024-10-08,20:01,10.06,Evita Sáez,+34725 689 050,Venta
943,2025-04-22,09:21,1.72,Reyes Chacón,+34991708385,No interesado
944,2025-06-30,19:31,5.35,Rosario Bravo,+34602832149,No interesado
945,2023-12-22,02:08,10.74,Adelaida Franch,+34 741 976 055,No interesado
946,2023-09-30,05:31,2.04,Manola Catalán,+34 743186272,Venta
947,2023-09-12,21:48,7.95,Cecilio León,+34718 987 564,No interesado
948,2024-05-03,07:40,5.86,Dorita Roura,+34 711 816 172,No interesado
949,2023-12-14,09:40,9.78,Baldomero Merino,+34 744646728,Llamar después
950,2025-06-13,05:41,6.78,María Manuela Piñol,+34735 78 35 78,Llamar después
951,2023-09-18,04:39,12.15,Marcio Julián,+34 660 982 395,Venta
952,2024-07-01,03:42,12.77,Martirio Cañizares,+34 749 014 131,No interesado
953,2024-06-11,18:06,5.48,Carmelo Infante,+34 719 46 44 47,No interesado
954,2024-05-07,22:44,9.18,Cristina Huertas,+34713 416 635,No interesado
955,2024-06-13,00:37,3.51,Hernando Pastor,+34707 36 96 87,No interesado
956,2024-10-11,04:21,13.46,Segismundo Escribano,+34 728983858,Llamar después
957,2024-02-16,11:43,6.3,Narciso Bolaños,+34 711 681 354,Llamar después
958,2024-01-16,21:40,8.84,Matilde Garzón,+34 617529508,No interesado
959,2025-04-20,20:15,3.79,Mateo Perales,+34 732 452 041,Venta
960,2023-09-14,23:41,13.33,Amor Luque,+34734 75 83 91,Venta
961,2024-03-09,07:05,12.63,Carmelita Uría,+34 735531844,Venta
962,2024-09-02,09:07,2.74,Dalila Mancebo,+34 739 52 23 67,No interesado
963,2024-02-27,02:11,14.38,Lope Montenegro,+34 974 420 401,No interesado
964,2024-02-24,22:44,8.84,Rufina Leiva,+34701578025,Llamar después
965,2023-09-06,16:53,5.3,Tamara Zamorano,+34 713 20 22 42,No interesado
966,2023-08-20,23:08,14.84,Fabiana Ribera,+34 858928453,Venta
967,2024-03-08,16:45,12.96,Carina Carrión,+34977996876,Venta
968,2023-08-20,08:06,14.34,Sosimo Parra,+34737592995,Llamar después
969,2025-04-10,18:35,6.56,duracion_mincio Valverde,+34700837414,No interesado
970,2025-02-13,14:42,9.06,Anastasio Alcaraz,+34745 04 40 02,Venta
971,2024-08-14,17:05,10.08,Ricarda Frutos,+34 621278944,Llamar después
972,2024-08-20,11:42,10.29,Graciano Palacio,+34705704584,No interesado
973,2025-07-19,19:54,2.85,Juan Bautista Ríos,+34 911 172 659,No interesado
974,2024-05-19,09:47,9.26,Vilma Arellano,+34713360804,Venta
975,2024-02-13,02:47,11.71,Tamara Aguado,+34 714 57 25 58,Llamar después
976,2024-09-09,07:46,3.65,Ildefonso Luque,+34 721 22 51 84,Llamar después
977,2025-06-15,07:02,9.52,Cristina Solana,+34743991829,Llamar después
978,2025-03-19,12:32,10.22,Lope Sáez,+34 741 889 286,Llamar después
979,2024-01-10,00:08,6.63,Cecilio Fortuny,+34 716 74 45 64,Llamar después
980,2024-11-15,15:25,6.7,Ovidio Salgado,+34821539712,Venta
981,2024-12-17,02:03,2.99,Aarón Sevilla,+34692 814 076,No interesado
982,2024-04-05,19:48,4.96,Soraya Seguí,+34738841733,Llamar después
983,2023-10-17,14:11,11.04,Victorino Márquez,+34 611270325,No interesado
984,2024-09-04,19:04,4.02,Benito Casado,+34723635705,No interesado
985,2024-08-04,10:25,6.57,Adelina Villalobos,+34 734471203,Llamar después
986,2023-09-21,09:08,6.06,Agustín Pol,+34706619639,No interesado
987,2025-04-10,22:43,4.55,Jordana Cabo,+34 709 80 94 10,Venta
988,2023-10-02,17:51,10.17,Eusebia Valencia,+34 680 988 462,Venta
989,2023-11-26,05:55,6.7,Che Abellán,+34968502389,Venta
990,2025-02-22,18:48,8.13,Manu Vilar,+34746 99 01 36,No interesado
991,2024-06-21,04:05,4.96,Cristian Hernando,+34869 96 02 37,No interesado
992,2024-04-23,14:30,6.8,Rosalía Rosell,+34994857417,Llamar después
993,2024-12-21,10:45,9.53,Alma Mata,+34 852 48 05 59,Venta
994,2025-01-15,00:19,8.75,Norberto Guerra,+34685 11 91 27,Venta
995,2024-11-27,19:44,13.89,Bernardino Cañete,+34706 19 93 60,Llamar después
996,2024-01-31,19:31,11.78,Lorenzo Solano,+34 877 872 335,Venta
997,2023-08-29,20:29,4.25,Lola Agustín,+34 640295717,Llamar después
998,2025-03-13,16:04,12.13,Carolina Buendía,+34 722179104,Llamar después
999,2025-04-06,07:54,8.62,Gustavo Prat,+34858 55 04 70,Venta
1000,2024-12-08,02:00,2.21,Raquel Díez,+34705 73 45 50,Llamar después
